mean_rssi,num_active_bs,Latitude,Longitude,hour,soil_temp,soil_hum,battery
-78.0,1,0.0,0.0,23,3.61,76.86,104.0
-72.0,1,0.0,0.0,23,2.64,91.13,96.0
-66.0,1,0.0,0.0,23,4.08,57.12,96.0
-72.0,1,0.0,0.0,23,3.33,74.85,106.0
-62.0,1,0.0,0.0,23,3.06,93.88,92.0
-55.0,1,0.0,0.0,23,3.52,74.25,98.0
-73.0,1,0.0,0.0,23,4.4,91.18,103.0
-60.0,1,0.0,0.0,23,4.17,80.94,97.0
-78.0,1,0.0,0.0,23,3.64,76.57,104.0
-74.0,1,0.0,0.0,23,2.66,91.72,96.0
-68.0,1,0.0,0.0,23,4.06,56.99,96.0
-75.0,1,0.0,0.0,23,3.29,74.44,106.0
-62.0,1,0.0,0.0,23,3.06,93.46,92.0
-56.0,1,0.0,0.0,23,3.51,74.22,98.0
-72.0,1,0.0,0.0,23,4.39,91.48,104.0
-62.0,1,0.0,0.0,23,4.16,80.42,97.0
-81.0,1,0.0,0.0,23,3.61,76.94,104.0
-78.0,1,0.0,0.0,23,2.63,90.44,96.0
-68.0,1,0.0,0.0,23,4.07,56.86,96.0
-73.0,1,0.0,0.0,23,3.3,74.57,106.0
-65.0,1,0.0,0.0,23,3.04,93.16,92.0
-55.0,1,0.0,0.0,23,3.48,74.12,97.0
-71.0,1,0.0,0.0,23,4.38,92.11,104.0
-62.0,1,0.0,0.0,23,4.16,80.71,97.0
-80.0,1,0.0,0.0,23,3.61,76.31,104.0
-74.0,1,0.0,0.0,23,2.64,91.28,96.0
-68.0,1,0.0,0.0,23,4.08,56.69,96.0
-72.0,1,0.0,0.0,23,3.3,74.08,106.0
-68.0,1,0.0,0.0,23,3.07,93.45,92.0
-59.0,1,0.0,0.0,23,3.5,74.01,98.0
-71.0,1,0.0,0.0,23,4.39,91.21,103.0
-63.0,1,0.0,0.0,23,4.17,80.68,97.0
-79.0,1,0.0,0.0,23,3.61,76.71,104.0
-74.0,1,0.0,0.0,23,2.64,90.85,96.0
-69.0,1,0.0,0.0,23,4.06,56.67,96.0
-71.0,1,0.0,0.0,23,3.29,73.4,106.0
-69.0,1,0.0,0.0,23,3.05,93.01,93.0
-55.0,1,0.0,0.0,23,3.51,73.94,98.0
-69.0,1,0.0,0.0,23,4.38,90.94,104.0
-63.0,1,0.0,0.0,23,4.15,80.3,97.0
-78.0,1,0.0,0.0,23,3.61,76.74,103.0
-75.0,1,0.0,0.0,23,2.65,90.92,96.0
-71.0,1,0.0,0.0,23,4.07,57.25,96.0
-72.0,1,0.0,0.0,23,3.33,73.33,106.0
-72.0,1,0.0,0.0,23,3.04,93.28,93.0
-50.0,1,0.0,0.0,23,3.5,73.87,98.0
-72.0,1,0.0,0.0,23,4.38,91.52,104.0
-66.0,1,0.0,0.0,23,4.15,79.62,97.0
-81.0,1,0.0,0.0,23,3.6,76.69,104.0
-72.0,1,0.0,0.0,0,2.64,91.01,96.0
-67.0,1,0.0,0.0,0,4.05,56.98,96.0
-71.0,1,0.0,0.0,0,3.3,72.58,106.0
-63.0,1,0.0,0.0,0,3.07,92.94,93.0
-53.0,1,0.0,0.0,0,3.49,73.99,98.0
-75.0,1,0.0,0.0,0,4.37,91.63,104.0
-61.0,1,0.0,0.0,0,4.15,79.0,97.0
-80.0,1,0.0,0.0,0,3.59,75.83,104.0
-73.0,1,0.0,0.0,0,2.66,91.43,96.0
-64.0,1,0.0,0.0,0,4.04,56.87,96.0
-73.0,1,0.0,0.0,0,3.33,71.6,106.0
-61.0,1,0.0,0.0,0,3.05,93.33,92.0
-54.0,1,0.0,0.0,0,3.49,73.87,98.0
-73.0,1,0.0,0.0,0,4.36,90.94,104.0
-61.0,1,0.0,0.0,0,4.13,79.89,97.0
-79.0,1,0.0,0.0,0,3.6,75.51,104.0
-74.0,1,0.0,0.0,0,2.62,91.22,96.0
-66.0,1,0.0,0.0,0,4.05,57.14,96.0
-73.0,1,0.0,0.0,0,3.3,71.33,106.0
-61.0,1,0.0,0.0,0,3.05,92.96,92.0
-56.0,1,0.0,0.0,0,3.49,73.89,98.0
-72.0,1,0.0,0.0,0,4.37,91.35,104.0
-60.0,1,0.0,0.0,0,4.15,79.3,97.0
-79.0,1,0.0,0.0,0,3.6,76.14,104.0
-75.0,1,0.0,0.0,0,2.63,91.16,96.0
-65.0,1,0.0,0.0,0,4.06,56.43,97.0
-74.0,1,0.0,0.0,0,3.29,71.04,106.0
-62.0,1,0.0,0.0,0,3.03,92.55,93.0
-57.0,1,0.0,0.0,0,3.5,73.79,97.0
-71.0,1,0.0,0.0,0,4.38,90.95,104.0
-62.0,1,0.0,0.0,0,4.15,79.06,97.0
-80.0,1,0.0,0.0,0,3.6,76.21,104.0
-76.0,1,0.0,0.0,0,2.64,90.73,96.0
-68.0,1,0.0,0.0,0,4.05,56.39,96.0
-75.0,1,0.0,0.0,0,3.28,71.04,106.0
-68.0,1,0.0,0.0,0,3.03,92.79,93.0
-55.0,1,0.0,0.0,0,3.5,73.82,98.0
-74.0,1,0.0,0.0,0,4.36,91.83,104.0
-62.0,1,0.0,0.0,0,4.14,78.11,97.0
-81.0,1,0.0,0.0,0,3.58,75.62,104.0
-78.0,1,0.0,0.0,0,2.64,91.17,96.0
-68.0,1,0.0,0.0,0,4.06,56.25,96.0
-73.0,1,0.0,0.0,0,3.31,70.87,105.0
-68.0,1,0.0,0.0,0,3.06,92.48,92.0
-60.0,1,0.0,0.0,0,3.5,73.71,98.0
-74.0,1,0.0,0.0,0,4.38,91.44,103.0
-65.0,1,0.0,0.0,0,4.13,78.47,97.0
-80.0,1,0.0,0.0,0,3.6,76.5,103.0
-75.0,1,0.0,0.0,0,2.62,90.32,96.0
-71.0,1,0.0,0.0,0,4.04,56.45,96.0
-73.0,1,0.0,0.0,0,3.29,70.72,106.0
-69.0,1,0.0,0.0,0,3.05,92.81,92.0
-55.0,1,0.0,0.0,0,3.51,73.64,98.0
-72.0,1,0.0,0.0,0,4.34,91.45,103.0
-62.0,1,0.0,0.0,0,4.14,78.69,97.0
-80.0,1,0.0,0.0,0,3.57,76.19,103.0
-74.0,1,0.0,0.0,0,2.63,91.07,96.0
-71.0,1,0.0,0.0,0,4.07,56.4,97.0
-74.0,1,0.0,0.0,0,3.3,70.73,106.0
-74.0,1,0.0,0.0,0,3.04,92.43,92.0
-53.0,1,0.0,0.0,0,3.5,73.43,98.0
-68.0,1,0.0,0.0,0,4.35,90.8,104.0
-63.0,1,0.0,0.0,0,4.13,77.69,97.0
-79.0,1,0.0,0.0,0,3.58,75.56,104.0
-74.0,1,0.0,0.0,0,2.67,90.83,97.0
-66.0,1,0.0,0.0,0,4.06,56.81,96.0
-70.0,1,0.0,0.0,0,3.28,70.5,106.0
-62.0,1,0.0,0.0,0,3.02,93.33,92.0
-60.0,1,0.0,0.0,0,3.5,73.51,98.0
-77.0,1,0.0,0.0,0,4.36,91.24,103.0
-62.0,1,0.0,0.0,0,4.15,77.21,97.0
-81.0,1,0.0,0.0,0,3.59,76.21,104.0
-71.0,1,0.0,0.0,0,2.64,91.37,96.0
-66.0,1,0.0,0.0,0,4.05,56.73,96.0
-73.0,1,0.0,0.0,0,3.3,70.44,106.0
-61.0,1,0.0,0.0,0,3.05,92.44,93.0
-55.0,1,0.0,0.0,0,3.5,73.4,98.0
-74.0,1,0.0,0.0,0,4.37,90.77,103.0
-60.0,1,0.0,0.0,0,4.13,77.53,97.0
-77.0,1,0.0,0.0,0,3.58,76.06,103.0
-73.0,1,0.0,0.0,0,2.65,91.16,96.0
-66.0,1,0.0,0.0,0,4.04,56.62,96.0
-73.0,1,0.0,0.0,0,3.29,70.25,106.0
-62.0,1,0.0,0.0,0,3.04,92.74,93.0
-54.0,1,0.0,0.0,0,3.52,73.47,98.0
-72.0,1,0.0,0.0,0,4.34,91.29,104.0
-61.0,1,0.0,0.0,0,4.12,77.08,97.0
-79.0,1,0.0,0.0,0,3.58,76.07,103.0
-75.0,1,0.0,0.0,0,2.69,91.19,96.0
-68.0,1,0.0,0.0,0,4.04,55.91,97.0
-75.0,1,0.0,0.0,0,3.31,70.3,106.0
-63.0,1,0.0,0.0,0,3.05,92.7,92.0
-54.0,1,0.0,0.0,1,3.49,73.17,98.0
-72.0,1,0.0,0.0,1,4.35,90.67,104.0
-62.0,1,0.0,0.0,1,4.14,78.31,97.0
-81.0,1,0.0,0.0,1,3.57,76.17,103.0
-77.0,1,0.0,0.0,1,2.67,90.42,96.0
-67.0,1,0.0,0.0,1,4.03,55.4,96.0
-77.0,1,0.0,0.0,1,3.3,70.23,106.0
-67.0,1,0.0,0.0,1,3.04,92.81,93.0
-55.0,1,0.0,0.0,1,3.49,73.32,98.0
-71.0,1,0.0,0.0,1,4.34,90.79,104.0
-62.0,1,0.0,0.0,1,4.13,77.99,97.0
-83.0,1,0.0,0.0,1,3.57,75.9,103.0
-68.0,1,0.0,0.0,1,4.06,56.22,96.0
-77.0,1,0.0,0.0,1,2.68,91.0,96.0
-74.0,1,0.0,0.0,1,3.32,70.31,106.0
-69.0,1,0.0,0.0,1,3.03,92.82,93.0
-60.0,1,0.0,0.0,1,3.5,73.36,97.0
-74.0,1,0.0,0.0,1,4.36,90.94,104.0
-65.0,1,0.0,0.0,1,4.12,77.57,97.0
-79.0,1,0.0,0.0,1,3.56,75.15,103.0
-69.0,1,0.0,0.0,1,4.05,55.69,97.0
-75.0,1,0.0,0.0,1,2.66,91.31,97.0
-74.0,1,0.0,0.0,1,3.31,70.25,106.0
-69.0,1,0.0,0.0,1,3.04,92.62,92.0
-55.0,1,0.0,0.0,1,3.5,73.33,97.0
-72.0,1,0.0,0.0,1,4.34,91.58,104.0
-65.0,1,0.0,0.0,1,4.12,77.67,97.0
-79.0,1,0.0,0.0,1,3.58,75.83,104.0
-71.0,1,0.0,0.0,1,4.06,56.4,96.0
-77.0,1,0.0,0.0,1,2.67,91.11,96.0
-75.0,1,0.0,0.0,1,3.29,70.15,106.0
-75.0,1,0.0,0.0,1,3.03,92.98,92.0
-54.0,1,0.0,0.0,1,3.53,73.39,97.0
-70.0,1,0.0,0.0,1,4.37,90.62,103.0
-65.0,1,0.0,0.0,1,4.14,77.83,97.0
-80.0,1,0.0,0.0,1,3.59,76.1,103.0
-66.0,1,0.0,0.0,1,4.04,55.21,96.0
-75.0,1,0.0,0.0,1,2.68,90.44,96.0
-73.0,1,0.0,0.0,1,3.31,70.21,106.0
-62.0,1,0.0,0.0,1,3.03,92.11,92.0
-53.0,1,0.0,0.0,1,3.5,73.15,98.0
-75.0,1,0.0,0.0,1,4.36,91.56,104.0
-60.0,1,0.0,0.0,1,4.13,77.48,97.0
-80.0,1,0.0,0.0,1,3.57,75.03,103.0
-66.0,1,0.0,0.0,1,4.06,55.49,96.0
-74.0,1,0.0,0.0,1,2.67,90.9,96.0
-74.0,1,0.0,0.0,1,3.33,70.14,106.0
-63.0,1,0.0,0.0,1,3.04,92.53,93.0
-52.0,1,0.0,0.0,1,3.52,73.3,98.0
-74.0,1,0.0,0.0,1,4.34,91.06,103.0
-59.0,1,0.0,0.0,1,4.11,77.15,97.0
-79.0,1,0.0,0.0,1,3.56,76.11,104.0
-64.0,1,0.0,0.0,1,4.04,56.3,96.0
-74.0,1,0.0,0.0,1,2.65,91.36,96.0
-73.0,1,0.0,0.0,1,3.33,70.19,106.0
-61.0,1,0.0,0.0,1,3.03,92.43,93.0
-56.0,1,0.0,0.0,1,3.49,73.0,98.0
-72.0,1,0.0,0.0,1,4.35,90.86,104.0
-61.0,1,0.0,0.0,1,4.11,77.49,97.0
-79.0,1,0.0,0.0,1,3.57,75.33,103.0
-67.0,1,0.0,0.0,1,4.04,56.0,97.0
-75.0,1,0.0,0.0,1,2.67,90.68,96.0
-65.0,1,0.0,0.0,1,3.03,92.57,93.0
-56.0,1,0.0,0.0,1,3.5,73.17,98.0
-71.0,1,0.0,0.0,1,4.35,90.25,103.0
-62.0,1,0.0,0.0,1,4.13,77.05,97.0
-83.0,1,0.0,0.0,1,3.56,74.94,104.0
-69.0,1,0.0,0.0,1,4.04,56.08,96.0
-78.0,1,0.0,0.0,1,2.67,91.25,96.0
-74.0,1,0.0,0.0,1,3.31,70.19,106.0
-68.0,1,0.0,0.0,1,3.03,92.42,93.0
-55.0,1,0.0,0.0,1,3.51,73.11,98.0
-74.0,1,0.0,0.0,1,4.36,90.57,103.0
-63.0,1,0.0,0.0,1,4.1,76.83,97.0
-83.0,1,0.0,0.0,1,3.56,75.97,103.0
-71.0,1,0.0,0.0,1,4.04,56.73,96.0
-79.0,1,0.0,0.0,1,2.69,91.02,96.0
-73.0,1,0.0,0.0,1,3.32,70.25,106.0
-67.0,1,0.0,0.0,1,3.05,92.32,93.0
-60.0,1,0.0,0.0,1,3.51,73.1,98.0
-73.0,1,0.0,0.0,1,4.32,90.84,104.0
-63.0,1,0.0,0.0,1,4.11,76.8,97.0
-80.0,1,0.0,0.0,1,3.54,75.26,103.0
-71.0,1,0.0,0.0,1,4.04,55.73,96.0
-75.0,1,0.0,0.0,1,2.69,91.15,96.0
-72.0,1,0.0,0.0,1,3.31,70.05,106.0
-73.0,1,0.0,0.0,1,3.05,92.34,92.0
-56.0,1,0.0,0.0,1,3.51,73.04,98.0
-70.0,1,0.0,0.0,1,4.33,91.02,104.0
-65.0,1,0.0,0.0,1,4.14,76.39,97.0
-78.0,1,0.0,0.0,1,3.55,75.21,103.0
-69.0,1,0.0,0.0,1,4.06,55.31,97.0
-74.0,1,0.0,0.0,1,2.67,90.85,96.0
-72.0,1,0.0,0.0,1,3.33,70.07,106.0
-74.0,1,0.0,0.0,2,3.03,93.11,93.0
-54.0,1,0.0,0.0,2,3.53,73.01,97.0
-72.0,1,0.0,0.0,2,4.34,90.48,104.0
-65.0,1,0.0,0.0,2,4.12,76.37,97.0
-80.0,1,0.0,0.0,2,3.56,74.79,104.0
-66.0,1,0.0,0.0,2,4.04,55.55,96.0
-73.0,1,0.0,0.0,2,2.67,90.33,96.0
-73.0,1,0.0,0.0,2,3.32,69.96,106.0
-62.0,1,0.0,0.0,2,3.05,92.59,93.0
-53.0,1,0.0,0.0,2,3.5,72.99,98.0
-73.0,1,0.0,0.0,2,4.34,90.77,104.0
-61.0,1,0.0,0.0,2,4.12,77.29,97.0
-80.0,1,0.0,0.0,2,3.53,74.68,104.0
-65.0,1,0.0,0.0,2,4.03,55.6,96.0
-73.0,1,0.0,0.0,2,2.67,91.24,96.0
-73.0,1,0.0,0.0,2,3.33,70.07,106.0
-63.0,1,0.0,0.0,2,3.04,92.28,93.0
-55.0,1,0.0,0.0,2,3.5,72.89,98.0
-71.0,1,0.0,0.0,2,4.34,91.08,103.0
-62.0,1,0.0,0.0,2,4.14,76.33,97.0
-78.0,1,0.0,0.0,2,3.54,75.26,103.0
-66.0,1,0.0,0.0,2,4.04,56.06,96.0
-74.0,1,0.0,0.0,2,2.68,90.75,96.0
-73.0,1,0.0,0.0,2,3.33,70.11,106.0
-65.0,1,0.0,0.0,2,3.02,92.25,92.0
-55.0,1,0.0,0.0,2,3.51,72.94,97.0
-69.0,1,0.0,0.0,2,4.32,91.36,104.0
-61.0,1,0.0,0.0,2,4.12,76.15,97.0
-78.0,1,0.0,0.0,2,3.57,75.1,103.0
-73.0,1,0.0,0.0,2,3.35,70.08,106.0
-62.0,1,0.0,0.0,2,3.03,91.86,92.0
-56.0,1,0.0,0.0,2,3.51,73.18,98.0
-69.0,1,0.0,0.0,2,4.33,91.3,104.0
-61.0,1,0.0,0.0,2,4.08,75.56,97.0
-81.0,1,0.0,0.0,2,3.55,75.47,104.0
-75.0,1,0.0,0.0,2,3.34,70.08,106.0
-68.0,1,0.0,0.0,2,3.02,92.49,93.0
-54.0,1,0.0,0.0,2,3.53,72.91,98.0
-73.0,1,0.0,0.0,2,4.34,90.82,104.0
-63.0,1,0.0,0.0,2,4.1,75.61,97.0
-83.0,1,0.0,0.0,2,3.56,74.65,104.0
-69.0,1,0.0,0.0,2,4.04,54.95,97.0
-72.0,1,0.0,0.0,2,3.36,70.04,106.0
-68.0,1,0.0,0.0,2,3.04,92.26,93.0
-61.0,1,0.0,0.0,2,3.53,72.94,98.0
-74.0,1,0.0,0.0,2,4.34,90.61,103.0
-63.0,1,0.0,0.0,2,4.09,76.11,97.0
-79.0,1,0.0,0.0,2,3.55,75.0,104.0
-69.0,1,0.0,0.0,2,4.05,54.92,96.0
-74.0,1,0.0,0.0,2,3.35,70.01,106.0
-71.0,1,0.0,0.0,2,3.05,92.57,93.0
-54.0,1,0.0,0.0,2,3.53,72.99,98.0
-71.0,1,0.0,0.0,2,4.34,90.8,104.0
-65.0,1,0.0,0.0,2,4.11,76.37,97.0
-79.0,1,0.0,0.0,2,3.56,75.54,104.0
-72.0,1,0.0,0.0,2,4.03,55.93,96.0
-74.0,1,0.0,0.0,2,3.35,70.12,106.0
-73.0,1,0.0,0.0,2,3.04,92.49,93.0
-54.0,1,0.0,0.0,2,3.51,72.83,97.0
-72.0,1,0.0,0.0,2,4.34,90.49,104.0
-63.0,1,0.0,0.0,2,4.12,75.74,98.0
-81.0,1,0.0,0.0,2,3.56,74.71,104.0
-67.0,1,0.0,0.0,2,4.04,55.22,96.0
-71.0,1,0.0,0.0,2,3.34,69.98,106.0
-63.0,1,0.0,0.0,2,3.06,92.59,92.0
-59.0,1,0.0,0.0,2,3.54,72.99,98.0
-71.0,1,0.0,0.0,2,4.33,91.36,103.0
-61.0,1,0.0,0.0,2,4.1,74.87,97.0
-79.0,1,0.0,0.0,2,3.55,74.86,103.0
-66.0,1,0.0,0.0,2,4.02,55.92,96.0
-74.0,1,0.0,0.0,2,3.34,70.01,106.0
-62.0,1,0.0,0.0,2,3.07,92.04,92.0
-55.0,1,0.0,0.0,2,3.54,73.18,98.0
-69.0,1,0.0,0.0,2,4.33,90.88,104.0
-61.0,1,0.0,0.0,2,4.09,75.05,97.0
-78.0,1,0.0,0.0,2,3.55,75.03,104.0
-66.0,1,0.0,0.0,2,4.03,55.5,96.0
-74.0,1,0.0,0.0,2,3.36,70.1,106.0
-62.0,1,0.0,0.0,2,3.06,91.84,93.0
-55.0,1,0.0,0.0,2,3.55,73.03,97.0
-71.0,1,0.0,0.0,2,4.34,91.23,104.0
-61.0,1,0.0,0.0,2,4.11,74.97,97.0
-78.0,1,0.0,0.0,2,3.56,74.96,104.0
-68.0,1,0.0,0.0,2,4.04,55.4,96.0
-75.0,1,0.0,0.0,2,2.7,90.65,96.0
-74.0,1,0.0,0.0,2,3.36,69.99,106.0
-65.0,1,0.0,0.0,3,3.07,92.17,93.0
-56.0,1,0.0,0.0,3,3.53,72.99,98.0
-68.0,1,0.0,0.0,3,4.32,90.43,104.0
-81.0,1,0.0,0.0,3,3.57,74.89,104.0
-69.0,1,0.0,0.0,3,4.04,55.52,96.0
-76.0,1,0.0,0.0,3,2.73,90.07,97.0
-74.0,1,0.0,0.0,3,3.36,70.03,106.0
-66.0,1,0.0,0.0,3,3.06,92.57,92.0
-54.0,1,0.0,0.0,3,3.54,72.78,98.0
-70.0,1,0.0,0.0,3,4.33,90.51,103.0
-63.0,1,0.0,0.0,3,4.08,74.72,97.0
-83.0,1,0.0,0.0,3,3.55,75.71,103.0
-71.0,1,0.0,0.0,3,4.02,55.36,96.0
-78.0,1,0.0,0.0,3,2.72,90.8,96.0
-70.0,1,0.0,0.0,3,3.37,70.14,106.0
-68.0,1,0.0,0.0,3,3.05,92.44,93.0
-60.0,1,0.0,0.0,3,3.52,72.83,98.0
-74.0,1,0.0,0.0,3,4.32,91.19,103.0
-65.0,1,0.0,0.0,3,4.09,74.39,97.0
-79.0,1,0.0,0.0,3,3.56,75.41,104.0
-69.0,1,0.0,0.0,3,4.02,55.74,96.0
-77.0,1,0.0,0.0,3,2.73,90.31,96.0
-72.0,1,0.0,0.0,3,3.38,69.97,106.0
-68.0,1,0.0,0.0,3,3.05,92.87,92.0
-54.0,1,0.0,0.0,3,3.54,72.85,98.0
-71.0,1,0.0,0.0,3,4.32,91.25,104.0
-63.0,1,0.0,0.0,3,4.11,75.44,97.0
-80.0,1,0.0,0.0,3,3.54,74.18,103.0
-72.0,1,0.0,0.0,3,4.04,55.25,96.0
-74.0,1,0.0,0.0,3,2.72,91.02,96.0
-73.0,1,0.0,0.0,3,3.39,70.01,106.0
-72.0,1,0.0,0.0,3,3.07,92.97,93.0
-54.0,1,0.0,0.0,3,3.55,72.76,98.0
-72.0,1,0.0,0.0,3,4.34,90.8,104.0
-65.0,1,0.0,0.0,3,4.08,75.06,97.0
-81.0,1,0.0,0.0,3,3.54,75.19,104.0
-67.0,1,0.0,0.0,3,4.05,55.67,96.0
-74.0,1,0.0,0.0,3,2.71,90.68,96.0
-73.0,1,0.0,0.0,3,3.38,69.94,106.0
-63.0,1,0.0,0.0,3,3.04,92.37,93.0
-60.0,1,0.0,0.0,3,3.54,72.68,97.0
-72.0,1,0.0,0.0,3,4.32,90.74,104.0
-62.0,1,0.0,0.0,3,4.1,74.85,97.0
-80.0,1,0.0,0.0,3,3.56,75.0,104.0
-67.0,1,0.0,0.0,3,4.04,56.32,96.0
-74.0,1,0.0,0.0,3,2.72,90.61,96.0
-72.0,1,0.0,0.0,3,3.39,70.01,106.0
-63.0,1,0.0,0.0,3,3.07,91.52,93.0
-55.0,1,0.0,0.0,3,3.53,72.89,98.0
-71.0,1,0.0,0.0,3,4.34,90.15,104.0
-62.0,1,0.0,0.0,3,4.12,74.73,97.0
-78.0,1,0.0,0.0,3,3.56,74.87,104.0
-67.0,1,0.0,0.0,3,4.04,54.73,96.0
-74.0,1,0.0,0.0,3,2.7,90.77,97.0
-74.0,1,0.0,0.0,3,3.4,70.19,106.0
-61.0,1,0.0,0.0,3,3.07,91.73,92.0
-55.0,1,0.0,0.0,3,3.56,72.89,97.0
-65.0,1,0.0,0.0,3,4.33,90.28,104.0
-62.0,1,0.0,0.0,3,4.1,75.15,97.0
-78.0,1,0.0,0.0,3,3.57,74.87,104.0
-68.0,1,0.0,0.0,3,4.02,55.06,97.0
-75.0,1,0.0,0.0,3,2.71,91.06,96.0
-77.0,1,0.0,0.0,3,3.39,70.0,106.0
-62.0,1,0.0,0.0,3,3.08,92.37,93.0
-56.0,1,0.0,0.0,3,3.56,72.69,97.0
-71.0,1,0.0,0.0,3,4.34,91.11,104.0
-62.0,1,0.0,0.0,3,4.1,74.47,97.0
-81.0,1,0.0,0.0,3,3.54,75.01,104.0
-71.0,1,0.0,0.0,3,4.04,54.88,96.0
-77.0,1,0.0,0.0,3,2.72,90.16,96.0
-75.0,1,0.0,0.0,3,3.4,70.03,106.0
-67.0,1,0.0,0.0,3,3.05,92.12,92.0
-55.0,1,0.0,0.0,3,3.56,72.78,98.0
-71.0,1,0.0,0.0,3,4.32,91.12,104.0
-65.0,1,0.0,0.0,3,4.13,74.61,97.0
-83.0,1,0.0,0.0,3,3.56,74.41,104.0
-71.0,1,0.0,0.0,3,4.01,54.78,96.0
-78.0,1,0.0,0.0,3,2.72,90.55,96.0
-73.0,1,0.0,0.0,3,3.42,69.94,106.0
-67.0,1,0.0,0.0,3,3.06,91.81,93.0
-59.0,1,0.0,0.0,3,3.53,72.75,98.0
-72.0,1,0.0,0.0,3,4.32,90.45,104.0
-65.0,1,0.0,0.0,3,4.1,75.0,97.0
-79.0,1,0.0,0.0,3,3.54,74.22,103.0
-72.0,1,0.0,0.0,3,4.03,55.31,97.0
-79.0,1,0.0,0.0,3,2.73,90.61,96.0
-74.0,1,0.0,0.0,3,3.41,70.15,105.0
-69.0,1,0.0,0.0,3,3.07,92.57,92.0
-55.0,1,0.0,0.0,3,3.55,72.73,98.0
-71.0,1,0.0,0.0,3,4.33,90.97,103.0
-65.0,1,0.0,0.0,3,4.1,74.33,97.0
-79.0,1,0.0,0.0,3,3.55,74.89,103.0
-73.0,1,0.0,0.0,4,4.04,55.53,96.0
-77.0,1,0.0,0.0,4,2.75,90.7,96.0
-72.0,1,0.0,0.0,4,3.41,70.05,106.0
-71.0,1,0.0,0.0,4,3.1,91.87,93.0
-53.0,1,0.0,0.0,4,3.56,72.76,98.0
-69.0,1,0.0,0.0,4,4.34,90.64,104.0
-65.0,1,0.0,0.0,4,4.11,74.26,97.0
-80.0,1,0.0,0.0,4,3.55,74.58,104.0
-66.0,1,0.0,0.0,4,4.05,55.45,96.0
-74.0,1,0.0,0.0,4,2.75,90.75,96.0
-74.0,1,0.0,0.0,4,3.42,70.17,106.0
-62.0,1,0.0,0.0,4,3.09,91.98,92.0
-55.0,1,0.0,0.0,4,3.54,72.76,97.0
-71.0,1,0.0,0.0,4,4.34,90.73,103.0
-61.0,1,0.0,0.0,4,4.1,74.3,97.0
-81.0,1,0.0,0.0,4,3.56,74.79,103.0
-65.0,1,0.0,0.0,4,4.03,55.44,97.0
-74.0,1,0.0,0.0,4,2.73,90.29,96.0
-74.0,1,0.0,0.0,4,3.41,69.9,106.0
-63.0,1,0.0,0.0,4,3.09,92.17,92.0
-54.0,1,0.0,0.0,4,3.56,72.68,98.0
-68.0,1,0.0,0.0,4,4.34,90.41,104.0
-62.0,1,0.0,0.0,4,4.11,74.17,97.0
-79.0,1,0.0,0.0,4,3.58,74.69,104.0
-66.0,1,0.0,0.0,4,4.02,55.19,96.0
-74.0,1,0.0,0.0,4,2.74,90.71,96.0
-75.0,1,0.0,0.0,4,3.41,70.21,106.0
-60.0,1,0.0,0.0,4,3.09,91.94,92.0
-56.0,1,0.0,0.0,4,3.56,72.54,97.0
-67.0,1,0.0,0.0,4,4.34,90.31,104.0
-60.0,1,0.0,0.0,4,4.12,74.37,97.0
-78.0,1,0.0,0.0,4,3.57,74.47,104.0
-68.0,1,0.0,0.0,4,4.04,54.65,97.0
-75.0,1,0.0,0.0,4,2.75,90.54,96.0
-75.0,1,0.0,0.0,4,3.42,70.01,106.0
-62.0,1,0.0,0.0,4,3.08,92.82,93.0
-56.0,1,0.0,0.0,4,3.56,72.58,98.0
-68.0,1,0.0,0.0,4,4.34,90.59,103.0
-62.0,1,0.0,0.0,4,4.12,74.12,97.0
-83.0,1,0.0,0.0,4,3.58,74.12,103.0
-69.0,1,0.0,0.0,4,4.03,55.27,96.0
-79.0,1,0.0,0.0,4,2.75,89.99,96.0
-77.0,1,0.0,0.0,4,3.41,70.0,106.0
-65.0,1,0.0,0.0,4,3.1,92.29,93.0
-53.0,1,0.0,0.0,4,3.58,72.57,98.0
-69.0,1,0.0,0.0,4,4.35,90.71,104.0
-62.0,1,0.0,0.0,4,4.12,73.25,97.0
-83.0,1,0.0,0.0,4,3.57,74.74,103.0
-71.0,1,0.0,0.0,4,4.04,54.48,96.0
-81.0,1,0.0,0.0,4,2.76,91.05,96.0
-75.0,1,0.0,0.0,4,3.43,70.08,106.0
-67.0,1,0.0,0.0,4,3.09,91.69,93.0
-58.0,1,0.0,0.0,4,3.57,72.62,98.0
-71.0,1,0.0,0.0,4,4.34,90.2,104.0
-63.0,1,0.0,0.0,4,4.12,74.4,97.0
-81.0,1,0.0,0.0,4,3.57,75.04,104.0
-66.0,1,0.0,0.0,4,4.04,54.31,96.0
-79.0,1,0.0,0.0,4,2.74,90.15,96.0
-75.0,1,0.0,0.0,4,3.41,70.01,106.0
-68.0,1,0.0,0.0,4,3.08,92.28,93.0
-54.0,1,0.0,0.0,4,3.56,72.57,98.0
-71.0,1,0.0,0.0,4,4.33,90.86,104.0
-65.0,1,0.0,0.0,4,4.1,74.4,97.0
-79.0,1,0.0,0.0,4,3.56,74.46,104.0
-70.0,1,0.0,0.0,4,4.05,55.26,96.0
-77.0,1,0.0,0.0,4,2.75,90.62,96.0
-74.0,1,0.0,0.0,4,3.43,70.04,106.0
-71.0,1,0.0,0.0,4,3.1,91.7,93.0
